mutation,org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testReflectionHashCode()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testReflectionObjectCycle()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testReflectionHierarchyHashCode()],none,org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testConstructorExEvenFirst()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testShort()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testBoolean()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testBooleanArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testByte()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testByteArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testChar()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testCharArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testDouble()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testDoubleArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testFloat()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testFloatArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testInt()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testIntArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testLong()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testLongArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testSuper()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testObject()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testByteArrayAsObject()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testObjectArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testShortArray()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testObjectArrayAsObject()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testObjectBuild()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testEquals()],org.apache.commons.lang3.builder.HashCodeBuilderTest.[engine:junit-jupiter]/[class:org.apache.commons.lang3.builder.HashCodeBuilderTest]/[method:testToHashCodeEqualsHashCode()]
643|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
654|negated conditional,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,
655|Replaced integer multiplication with division,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,
661|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,
672|Replaced integer addition with subtraction,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
673|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,
684|negated conditional,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,
685|Replaced integer multiplication with division,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,
691|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,
702|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
703|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,,
714|negated conditional,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,
715|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,
721|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,,
736|Replaced Shift Right with Shift Left,,,,,,,,,,,,,KILLED,,,,,,,,,,,,,,,,
737|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,,
748|negated conditional,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,
749|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,
755|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,,
766|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
767|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,
769|negated conditional,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
772|removed call to org/apache/commons/lang3/builder/HashCodeBuilder::appendArray,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
774|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
776|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
787|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,
788|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,
794|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,
805|Replaced integer multiplication with division,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,
806|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,
817|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
818|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
824|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::append,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,
836|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
838|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
840|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
842|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
844|negated conditional,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,
846|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,
848|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,
850|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,,
867|Replaced integer multiplication with division,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
868|replaced return value with null for org/apache/commons/lang3/builder/HashCodeBuilder::appendSuper,,,,,,,,,,,,,,,,,,,,,KILLED,,,,,,,,
879|replaced Integer return value with 0 for org/apache/commons/lang3/builder/HashCodeBuilder::build,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,,
889|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,
890|replaced boolean return with false for org/apache/commons/lang3/builder/HashCodeBuilder::equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,
892|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,
893|replaced boolean return with true for org/apache/commons/lang3/builder/HashCodeBuilder::equals,,,,NO_COVERAGE,,,,,,,,,,,,,,,,,,,,,,,,,
896|negated conditional,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED,
909|replaced int return with 0 for org/apache/commons/lang3/builder/HashCodeBuilder::hashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLED
918|replaced int return with 0 for org/apache/commons/lang3/builder/HashCodeBuilder::toHashCode,,,,,,KILLED,,,,,,,,,,,,,,,,,,,,,,,
